Yr BP,Sr/Fe,Ti,,,,
1999.97,0.410810810810811,617,,,,
1999.78,0.374045801526718,662,,,,
1999.59,0.336860670194004,618,,,,
1999.41,0.409221902017291,608,,,,
1999.22,0.384615384615385,635,,,,
1999.03,0.450632911392405,549,,,,
1998.85,0.361832061068702,563,,,,
1998.66,0.426716141001855,714,,,,
1998.47,0.359741309620049,645,,,,
1998.29,0.370517928286853,602,,,,
1998.1,0.325705568268497,649,,,,
1997.91,0.364789849325932,659,,,,
1997.73,0.378872120730739,540,,,,
1997.54,0.379099923722349,598,,,,
1997.35,0.386091127098321,532,,,,
1997.17,0.379045996592845,621,,,,
1996.98,0.344166666666667,575,,,,
1996.79,0.385017421602787,615,,,,
1996.61,0.347169811320755,708,,,,
1996.42,0.409629044988161,503,,,,
1996.23,0.361821086261981,619,,,,
1996.05,0.341647770219199,699,,,,
1995.86,0.363380281690141,757,,,,
1995.67,0.329733621310295,716,,,,
1995.49,0.419481539670071,551,,,,
1995.3,0.354956268221574,526,,,,
1995.11,0.333800841514726,706,,,,
1994.93,0.412116679132386,777,,,,
1994.74,0.328265376641327,584,,,,
1994.55,0.411486486486487,816,,,,
1994.37,0.340843023255814,802,,,,
1994.18,0.392961876832845,811,,,,
1993.99,0.377155172413793,730,,,,
1993.81,0.433583959899749,568,,,,
1993.62,0.488821138211382,532,,,,
1993.43,0.521415270018622,566,,,,
1993.25,0.729141475211608,439,,,,
1993.06,0.726158038147139,517,,,,
1992.87,0.805436337625179,418,,,,
1992.69,0.907435508345979,491,,,,
1992.5,1.12453531598513,689,,,,
1992.31,1.03710247349823,697,,,,
1992.13,1.01572327044025,850,,,,
1991.94,1.0218023255814,925,,,,
1991.75,0.737410071942446,457,,,,
1991.57,0.540041067761807,603,,,,
1991.38,0.37079107505071,804,,,,
1991.19,0.184547784694251,2357,,,,
1991,0.112867771389922,5159,,,,
1990.82,0.100582996988917,7399,,,,
1990.63,0.0977793696275072,8397,,,,
1990.44,0.086912007280587,9238,,,,
1990.26,0.0776623950508175,9501,,,,
1990.07,0.0862778187954857,9711,,,,
1989.88,0.0856087045781154,9477,,,,
1989.7,0.0797101449275362,8794,,,,
1989.51,0.074033642633851,9427,,,,
1989.32,0.0610978757196744,9349,,,,
1989.14,0.0676995621421354,9730,,,,
1988.95,0.0605291772381298,10406,,,,
1988.76,0.063833805476865,10038,,,,
1988.58,0.063777176448633,10155,,,,
1988.39,0.065439480250459,10049,,,,
1988.2,0.0620689655172414,9698,,,,
1988.02,0.064355036276265,9773,,,,
1987.83,0.0605220080029101,9596,,,,
1987.64,0.0666543146972996,9994,,,,
1987.46,0.0792893648089559,9178,,,,
1987.27,0.0750250560778886,9434,,,,
1987.08,0.0759766081871345,9094,,,,
1986.9,0.0821415304606241,10000,,,,
1986.71,0.085994503932531,9975,,,,
1986.52,0.0893672537508154,9473,,,,
1986.34,0.091729553334693,10141,,,,
1986.15,0.0872318491973884,10015,,,,
1985.96,0.089008091644695,9473,,,,
1985.78,0.0976886962802456,9454,,,,
1985.59,0.113439007580979,8503,,,,
1985.4,0.111365043089083,8971,,,,
1985.22,0.139193952086632,8383,,,,
1985.03,0.147663258919257,8471,,,,
1984.84,0.140154169586545,8485,,,,
1984.66,0.141382429628053,8085,,,,
1984.47,0.152576423956127,7827,,,,
1984.28,0.174512116663092,8156,,,,
1984.1,0.182185173534654,8326,,,,
1983.91,0.167677963593311,8542,,,,
1983.72,0.164144249337585,9608,,,,
1983.54,0.169788918205805,9786,,,,
1983.35,0.18940123219099,9466,,,,
1983.16,0.236306479113384,8676,,,,
1982.98,0.244151598733272,9347,,,,
1982.79,0.222414759696244,10050,,,,
1982.6,0.231184438333843,10299,,,,
1982.42,0.219443203811225,9736,,,,
1982.23,0.219662690250926,9427,,,,
1982.04,0.222967049966483,9361,,,,
1981.86,0.271727602567681,8632,,,,
1981.67,0.257571043352002,9394,,,,
1981.48,0.202365426991051,10676,,,,
1981.3,0.188503733366704,10748,,,,
1981.11,0.214677210158571,10913,,,,
1980.92,0.222537510689575,12061,,,,
1980.74,0.241928705154167,12528,,,,
1980.55,0.271158301158301,12491,,,,
1980.36,0.232300255899915,14204,,,,
1980.18,0.203284955293508,14990,,,,
1979.99,0.191898718388475,14876,,,,
1979.8,0.201243076130362,15235,,,,
1979.62,0.212390558940045,14671,,,,
1979.43,0.225569290826285,14266,,,,
1979.24,0.233845554075566,14694,,,,
1979.06,0.219599406078604,15966,,,,
1978.87,0.217210870630278,17058,,,,
1978.68,0.228307150198209,16055,,,,
1978.5,0.215486054382075,15653,,,,
1978.31,0.200300899806151,15783,,,,
1978.12,0.188520085728417,16849,,,,
1977.94,0.188175211156944,16517,,,,
1977.75,0.181427636632621,15817,,,,
1977.56,0.190764898569048,15267,,,,
1977.38,0.183840509807361,14381,,,,
1977.19,0.168983591613491,15386,,,,
1977,0.159816832105578,16821,,,,
1976.82,0.159975499749429,17479,,,,
1976.63,0.140527074865609,17512,,,,
1976.44,0.130315036722072,18680,,,,
1976.26,0.125516364791865,18269,,,,
1976.07,0.113315439374489,18416,,,,
1975.88,0.103937301735398,18310,,,,
1975.7,0.1050596579453,18423,,,,
1975.51,0.103747737169137,17351,,,,
1975.32,0.0945782290744795,17725,,,,
1975.14,0.0958545161362567,17881,,,,
1974.95,0.0938471790315415,18041,,,,
1974.76,0.100795093139482,17750,,,,
1974.58,0.1061466472833,17144,,,,
1974.39,0.109027924069003,16065,,,,
1974.2,0.11177496833401,17104,,,,
1974.02,0.113766659221205,18211,,,,
1973.83,0.0988332706059466,17073,,,,
1973.64,0.10072583392291,16049,,,,
1973.46,0.0940433753299409,15063,,,,
1973.27,0.0926787981379602,15420,,,,
1973.08,0.0809567617295308,14844,,,,
1972.9,0.0733113242152701,15617,,,,
1972.71,0.0772391344948107,15155,,,,
1972.52,0.0692409045685552,14843,,,,
1972.34,0.0671318121817839,13902,,,,
1972.15,0.0679541607702766,13902,,,,
1971.96,0.0668996238896743,14285,,,,
1971.78,0.0649266609145815,14682,,,,
1971.59,0.0663261191020298,14535,,,,
1971.4,0.0637928312016422,16090,,,,
1971.22,0.0655647671103905,16117,,,,
1971.03,0.0593485391715615,16832,,,,
1970.84,0.0583834684802511,17364,,,,
1970.66,0.0553780059726515,17838,,,,
1970.47,0.0599109800387756,17544,,,,
1970.28,0.062489566523844,17476,,,,
1970.1,0.0650491347073659,17005,,,,
1969.91,0.0622081340390004,16403,,,,
1969.72,0.0563004220378399,16051,,,,
1969.54,0.0628236002408188,15929,,,,
1969.35,0.0606136271419208,15326,,,,
1969.16,0.0722059439095856,16284,,,,
1968.98,0.0670257859413635,15816,,,,
1968.79,0.0700595256645994,14336,,,,
1968.6,0.0742072788464711,13829,,,,
1968.41,0.0684191920814989,14939,,,,
1968.23,0.0723205664628259,14920,,,,
1968.04,0.072049037925722,14740,,,,
1967.85,0.0630769230769231,13851,,,,
1967.67,0.0722895491269221,13700,,,,
1967.48,0.0698155375429467,12847,,,,
1967.29,0.0756738544474393,13568,,,,
1967.11,0.0721936660586967,13499,,,,
1966.92,0.0687647924262777,13516,,,,
1966.73,0.0660634056824654,13075,,,,
1966.55,0.0694857067406087,12860,,,,
1966.36,0.0738257239588469,13206,,,,
1966.17,0.0650843745974494,13777,,,,
1965.99,0.0673728813559322,13581,,,,
1965.8,0.0640721095961733,13321,,,,
1965.61,0.0724293748577745,13213,,,,
1965.43,0.0743788370672752,13277,,,,
1965.24,0.0700970813560373,13546,,,,
1965.05,0.0701048296518158,13673,,,,
1964.87,0.0758456744514761,12910,,,,
1964.68,0.0747399849076413,13652,,,,
1964.49,0.0752801235500936,13968,,,,
1964.31,0.0701817001946788,14416,,,,
1964.12,0.0737839255277304,13605,,,,
1963.93,0.0703564128768523,12632,,,,
1963.75,0.0674116680361545,12648,,,,
1963.56,0.0709713792989089,13720,,,,
1963.37,0.0725800621701728,12639,,,,
1963.19,0.0754219784915604,11700,,,,
1963,0.0819787985865724,11305,,,,
1962.81,0.0847670383223806,11373,,,,
1962.63,0.0733652312599681,12485,,,,
1962.44,0.0717428735412282,14308,,,,
1962.25,0.0743520656915576,13257,,,,
1962.07,0.0760746314812906,12813,,,,
1961.88,0.0717272968667021,12861,,,,
1961.69,0.0761445179080626,13172,,,,
1961.51,0.0841375150784077,13978,,,,
1961.32,0.0764930862018241,14234,,,,
1961.13,0.0824696877328456,12692,,,,
1960.95,0.0804662220167734,13301,,,,
1960.76,0.0768088196461579,13487,,,,
1960.57,0.0802031860119562,13430,,,,
1960.39,0.0868565295718502,11754,,,,
1960.2,0.0778499912172844,12034,,,,
1960.01,0.0742534028577233,12641,,,,
1959.83,0.0719460825610783,12735,,,,
1959.64,0.0828544409689387,12268,,,,
1959.45,0.0659567760692143,13162,,,,
1959.27,0.07325823107356,13454,,,,
1959.08,0.0759291420632164,13584,,,,
1958.89,0.0712785550421661,14194,,,,
1958.71,0.0796161482461946,13540,,,,
1958.52,0.0740910579757615,13960,,,,
1958.33,0.0695350734094617,13012,,,,
1958.15,0.0783955264006882,12675,,,,
1957.96,0.0806839631370517,12411,,,,
1957.77,0.0712347354138399,13198,,,,
1957.59,0.0769535184918693,13189,,,,
1957.4,0.0673833339266009,13413,,,,
1957.21,0.0731845153998305,13170,,,,
1957.03,0.0737835823544025,12953,,,,
1956.84,0.0732996875751021,12770,,,,
1956.65,0.098190204432631,11209,,,,
1956.47,0.108070959151239,10473,,,,
1956.28,0.0885099820066832,10221,,,,
1956.09,0.0772239606616004,11587,,,,
1955.91,0.065495151748521,11908,,,,
1955.72,0.0687234435617957,11739,,,,
1955.53,0.0671600163623517,11753,,,,
1955.35,0.063443704174897,12568,,,,
1955.16,0.0733433120152402,13004,,,,
1954.97,0.0725454200164588,15267,,,,
1954.79,0.0644013738959764,15106,,,,
1954.6,0.0627288338787545,13429,,,,
1954.41,0.0720578428275596,13743,,,,
1954.23,0.0714839073174167,12609,,,,
1954.04,0.0800202287403719,10969,,,,
1953.85,0.0671696187768788,12221,,,,
1953.67,0.0627734185126033,12187,,,,
1953.48,0.0616922281578494,12555,,,,
1953.29,0.0642368851240898,11308,,,,
1953.11,0.0682195025661271,10596,,,,
1952.92,0.0749196272331421,10559,,,,
1952.73,0.0755589822667695,10030,,,,
1952.55,0.0764370070161677,10105,,,,
1952.36,0.0702513733977027,9974,,,,
1952.17,0.0724506896996261,10491,,,,
1951.99,0.0819772797052502,10587,,,,
1951.8,0.0796205682891235,11259,,,,
1951.61,0.0818111983612154,10789,,,,
1951.43,0.0690731707317073,10847,,,,
1951.24,0.0542942102501312,12582,,,,
1951.05,0.0516791429160085,13111,,,,
1950.87,0.0644691652978946,12925,,,,
1950.68,0.0616814194737053,12305,,,,
1950.49,0.0626874405676249,11975,,,,
1950.31,0.0606321301664485,11327,,,,
1950.12,0.0550091743119266,11441,,,,
1949.93,0.0548598456945683,11218,,,,
1949.75,0.0622757760099828,11620,,,,
1949.56,0.0539841849148419,11958,,,,
1949.37,0.0651861142878223,11706,,,,
1949.19,0.0632754342431762,12393,,,,
1949,0.0641730975150463,11908,,,,
1948.81,0.0616535727646839,11335,,,,
1948.63,0.0718679436268785,11713,,,,
1948.44,0.0593796363385433,12092,,,,
1948.25,0.063844757989853,11152,,,,
1948.07,0.0718511598941305,10588,,,,
1947.88,0.0779779939403604,10907,,,,
1947.69,0.0715316181774465,11106,,,,
1947.51,0.0716950527169505,11804,,,,
1947.32,0.0527439134681475,13188,,,,
1947.13,0.0527499022546592,15146,,,,
1946.95,0.0549996813459945,15230,,,,
1946.76,0.0521914104257058,14213,,,,
1946.57,0.0690777706231666,12929,,,,
1946.39,0.07166648365726,12607,,,,
1946.2,0.0621176966884623,12908,,,,
1946.01,0.0829966524298742,11756,,,,
1945.82,0.0752265278581068,11763,,,,
1945.64,0.0652284695090878,12507,,,,
1945.45,0.0593500368932662,13603,,,,
1945.26,0.0559123659244287,14384,,,,
1945.08,0.0618945779343314,14493,,,,
1944.89,0.0635109114249037,14085,,,,
1944.7,0.060783719128003,12621,,,,
1944.52,0.062847651421508,11580,,,,
1944.33,0.0670002257166504,11616,,,,
1944.14,0.0561013443640124,11985,,,,
1943.96,0.0564062388718752,12501,,,,
1943.77,0.0609868849090847,12505,,,,
1943.58,0.0669395249206289,11267,,,,
1943.4,0.0592635658914729,11607,,,,
1943.21,0.0629846434544625,12196,,,,
1943.02,0.0560253699788584,12628,,,,
1942.84,0.0532868525896414,12919,,,,
1942.65,0.0532568480363871,13090,,,,
1942.46,0.063296413318982,12937,,,,
1942.28,0.0592818671454219,12623,,,,
1942.09,0.0624365659888706,12527,,,,
1941.9,0.0679789030990382,12836,,,,
1941.72,0.06960719157718,12892,,,,
1941.53,0.0602892102335929,13461,,,,
1941.34,0.0590613628588312,13855,,,,
1941.16,0.05815625,13869,,,,
1940.97,0.0598790964047089,12902,,,,
1940.78,0.0604683677036001,13567,,,,
1940.6,0.0552768729641694,14495,,,,
1940.41,0.0589991279264775,12880,,,,
1940.22,0.0673283164285455,12032,,,,
1940.04,0.0637380308456984,12206,,,,
1939.85,0.063303928807368,12483,,,,
1939.66,0.0655877040762121,13834,,,,
1939.48,0.0606219244058214,14024,,,,
1939.29,0.0531970308633937,13785,,,,
1939.1,0.0504592928148987,13750,,,,
1938.92,0.0605037056470125,14374,,,,
1938.73,0.0597961340469778,14081,,,,
1938.54,0.0565962667020324,14907,,,,
1938.36,0.0612450135764808,14728,,,,
1938.17,0.0547117373319545,14662,,,,
1937.98,0.0549178069611535,15382,,,,
1937.8,0.049986383854277,16496,,,,
1937.61,0.0525600496351228,15637,,,,
1937.42,0.0510197831812335,15215,,,,
1937.24,0.0549554615134207,15816,,,,
1937.05,0.0466755837931227,16539,,,,
1936.86,0.0506779351857482,15343,,,,
1936.68,0.0531001589825119,14262,,,,
1936.49,0.0445182295864092,14079,,,,
1936.3,0.0419155967967459,14404,,,,
1936.12,0.042559075684479,14489,,,,
1935.93,0.0480542452830189,14911,,,,
1935.74,0.0552033356180032,15415,,,,
1935.56,0.0538765546902243,16348,,,,
1935.37,0.0652874046068753,13559,,,,
1935.18,0.0641662526908428,11330,,,,
1935,0.059949892627058,10667,,,,
1934.81,0.0557077625570776,11738,,,,
1934.62,0.0490171234116497,13081,,,,
1934.44,0.0502061295580199,15194,,,,
1934.25,0.0452196000827008,16037,,,,
1934.06,0.0440469262106779,15610,,,,
1933.88,0.0474066161917628,14711,,,,
1933.69,0.0526573898118065,14567,,,,
1933.5,0.0565291299644568,14975,,,,
1933.32,0.057194167960308,14906,,,,
1933.13,0.0566303398946805,15556,,,,
1932.94,0.0489128959583073,16288,,,,
1932.76,0.0525880373934865,16561,,,,
1932.57,0.0498829873829874,17649,,,,
1932.38,0.0557624485165364,18461,,,,
1932.2,0.0522536794766966,17353,,,,
1932.01,0.0556946344233102,16392,,,,
1931.82,0.060250411689364,16393,,,,
1931.64,0.0548626460372592,16059,,,,
1931.45,0.05824738037263,15409,,,,
1931.26,0.0537666087263943,15654,,,,
1931.08,0.0533974358974359,14408,,,,
1930.89,0.0527297721916732,13435,,,,
1930.7,0.0483514370854561,13508,,,,
1930.52,0.0559109602454468,13220,,,,
1930.33,0.0549979548815404,14415,,,,
1930.14,0.052167010636609,14137,,,,
1929.96,0.0498902756823481,12350,,,,
1929.77,0.0491631445477599,12445,,,,
1929.58,0.047436923715497,14711,,,,
1929.4,0.0493434142459212,16120,,,,
1929.21,0.0447785321694148,16588,,,,
1929.02,0.0456355741877527,15942,,,,
1928.84,0.0489035574878614,14607,,,,
1928.65,0.0467949737553682,16614,,,,
1928.46,0.047695325269696,18309,,,,
1928.28,0.0587287125937347,13211,,,,
1928.09,0.0577247820243306,13330,,,,
1927.9,0.0481084205793564,13605,,,,
1927.72,0.0471327572663001,13642,,,,
1927.53,0.0417676316796327,14395,,,,
1927.34,0.0478946737044146,15656,,,,
1927.16,0.0450429397674826,16144,,,,
1926.97,0.0485965525273701,16335,,,,
1926.78,0.0478765152175809,14865,,,,
1926.6,0.050660518444666,13367,,,,
1926.41,0.0489651524168485,13373,,,,
1926.22,0.0474411270695506,13603,,,,
1926.04,0.0431002527379949,14170,,,,
1925.85,0.0486859673690038,14267,,,,
1925.66,0.0519302818048542,13095,,,,
1925.48,0.0772110792741165,11624,,,,
1925.29,0.069064130978766,12347,,,,
1925.1,0.0488983610494087,15140,,,,
1924.92,0.0392943939269818,18286,,,,
1924.73,0.0363920461705184,18922,,,,
1924.54,0.0224896285693491,18546,,,,
1924.36,0.030824549846289,16598,,,,
1924.17,0.0313318662894268,13450,,,,
1923.98,0.0281237589804686,13885,,,,
1923.79,0.0256037241780623,13798,,,,
1923.61,0.0331624728176452,13398,,,,
1923.42,0.043921505419672,11799,,,,
1923.23,0.0320906587587376,13002,,,,
1923.05,0.0391383922286358,12767,,,,
1922.86,0.0424249317561419,12860,,,,
1922.67,0.0465793901588214,12700,,,,
1922.49,0.0325045852863257,15045,,,,
1922.3,0.0317796610169492,16538,,,,
1922.11,0.0331880060503604,16293,,,,
1921.93,0.0402978019380761,17287,,,,
1921.74,0.0306707111560499,19050,,,,
1921.55,0.0261720301946762,19171,,,,
1921.37,0.0232321949980957,17998,,,,
1921.18,0.0276347728667076,17054,,,,
1920.99,0.0273338820924754,16573,,,,
1920.81,0.0304988210797073,15897,,,,
1920.62,0.0270010205569325,16584,,,,
1920.43,0.0279061901003495,17133,,,,
1920.25,0.0260613064104124,16350,,,,
1920.06,0.0296884616511826,16913,,,,
1919.87,0.0280012597703782,16963,,,,
1919.69,0.0282021151586369,17091,,,,
1919.5,0.0298198636806232,15173,,,,
1919.31,0.0376697328077092,12775,,,,
1919.13,0.0489639171133691,10589,,,,
1918.94,0.0628602064066479,10155,,,,
1918.75,0.0705953643387366,10106,,,,
1918.57,0.0407269037406024,10474,,,,
1918.38,0.0369303955933901,11015,,,,
1918.19,0.0314540059347181,12115,,,,
1918.01,0.0322316510346881,12460,,,,
1917.82,0.0326687827668604,13068,,,,
1917.63,0.0255105525578854,14351,,,,
1917.45,0.0325508414607882,15972,,,,
1917.26,0.0261445058250834,17572,,,,
1917.07,0.0223947754094567,18972,,,,
1916.89,0.0260400356514827,21747,,,,
1916.7,0.0228364854737028,25496,,,,
1916.51,0.0245937118797466,28537,,,,
1916.33,0.025577835032299,28873,,,,
1916.14,0.0245004553029913,31909,,,,
1915.95,0.0181211990244806,35084,,,,
1915.77,0.0165947955390335,36899,,,,
1915.58,0.0162902302646062,38963,,,,
1915.39,0.0170512927323725,41061,,,,
1915.21,0.0197970935015081,40863,,,,
1915.02,0.0198305013985722,40287,,,,
1914.83,0.0212609139358204,39515,,,,
1914.65,0.0216370539984348,38069,,,,
1914.46,0.0236714171046056,36765,,,,
1914.27,0.0246139612046963,33230,,,,
1914.09,0.0269971044115142,30079,,,,
1913.9,0.0294294082359999,28932,,,,
1913.71,0.0291367225623281,27597,,,,
1913.53,0.0258401176344009,27406,,,,
1913.34,0.0284237726098191,27605,,,,
1913.15,0.0302542233285136,26973,,,,
1912.97,0.0315901735804648,26951,,,,
1912.78,0.0298835754105199,26529,,,,
1912.59,0.0324663818393022,25062,,,,
1912.41,0.0338860001962131,25696,,,,
1912.22,0.0329654810660318,25158,,,,
1912.03,0.0310459529382777,23582,,,,
1911.85,0.0286032471719125,25196,,,,
1911.66,0.0302057844277749,25100,,,,
1911.47,0.0296973505503639,23134,,,,
1911.29,0.0339663988312637,23620,,,,
1911.1,0.0327058336781134,22435,,,,
1910.91,0.0302367941712204,22860,,,,
1910.73,0.0321783706997715,22376,,,,
1910.54,0.0291453328081922,21584,,,,
1910.35,0.0338943678330834,21035,,,,
1910.17,0.035031777098498,21325,,,,
1909.98,0.0338459599142821,22006,,,,
1909.79,0.0315402062738049,21375,,,,
1909.61,0.0341143313843436,22609,,,,
1909.42,0.0309905347060777,22978,,,,
1909.23,0.031566759430417,24229,,,,
1909.05,0.0328537555760961,23107,,,,
1908.86,0.0368165738132057,22285,,,,
1908.67,0.0350438822922044,23715,,,,
1908.49,0.0340012143290832,22777,,,,
1908.3,0.0343208542817967,23301,,,,
1908.11,0.0352589359681558,24046,,,,
1907.93,0.0351968965308225,23928,,,,
1907.74,0.0336792173139638,24077,,,,
1907.55,0.0313167107847323,22927,,,,
1907.37,0.0367079354927132,20994,,,,
1907.18,0.0355758000467181,20315,,,,
1906.99,0.0342105263157895,21166,,,,
1906.81,0.0352774559031801,18441,,,,
1906.62,0.0397457517187703,18156,,,,
1906.43,0.0366269165247019,17735,,,,
1906.25,0.0426892142709837,16281,,,,
1906.06,0.039891731649159,14318,,,,
1905.87,0.0424357945425361,13645,,,,
1905.69,0.0418419447031245,14076,,,,
1905.5,0.0367765662300794,14314,,,,
1905.31,0.0429194873028418,13512,,,,
1905.13,0.0464528247363098,12812,,,,
1904.94,0.042252497729337,12956,,,,
1904.75,0.0448476670691002,13107,,,,
1904.57,0.0451494602823139,13326,,,,
1904.38,0.0365241891148983,13502,,,,
1904.19,0.0416437414030261,13295,,,,
1904.01,0.0408812401647303,14123,,,,
1903.82,0.049724328049621,13932,,,,
1903.63,0.0492357680448261,13859,,,,
1903.45,0.0512874779541446,13031,,,,
1903.26,0.0436517834871539,12530,,,,
1903.07,0.0398111612175874,12916,,,,
1902.89,0.0456000569111475,12595,,,,
1902.7,0.0427201717691482,12179,,,,
1902.51,0.0413186323644058,12110,,,,
1902.33,0.0429011523979766,11551,,,,
1902.14,0.0436453361378529,10884,,,,
1901.95,0.0542797494780793,9084,,,,
1901.77,0.0618591768307498,8461,,,,
1901.58,0.0622220225526753,9624,,,,
1901.39,0.0690452593326726,11014,,,,
1901.2,0.057984496124031,11537,,,,
1901.02,0.0497447064123742,11649,,,,
1900.83,0.0495172360308659,11091,,,,
1900.64,0.0476476476476476,11453,,,,
1900.46,0.0385971786833856,11653,,,,
1900.27,0.0347377678285897,11332,,,,
1900.08,0.0359354594093609,11199,,,,
1899.9,0.0484725268845969,9685,,,,
1899.71,0.0637417737386399,8579,,,,
1899.52,0.066551105057884,9559,,,,
1899.34,0.0507312022777274,13809,,,,
1899.15,0.0359670663007367,15898,,,,
1898.96,0.0322969161040855,16797,,,,
1898.78,0.0316430345269567,20398,,,,
1898.59,0.0376277485289563,24130,,,,
1898.4,0.0338709351849983,25049,,,,
1898.22,0.0331519548569125,24202,,,,
1898.03,0.0317666553685083,25810,,,,
1897.84,0.0292338900790566,27141,,,,
1897.66,0.0275891423375317,26436,,,,
1897.47,0.0289757554092983,24835,,,,
1897.28,0.0226086570280054,23558,,,,
1897.1,0.021720282911248,23667,,,,
1896.91,0.0249199336091825,21837,,,,
1896.72,0.0331383499642678,18906,,,,
1896.54,0.0407894367973984,18747,,,,
1896.35,0.031898966483145,21099,,,,
1896.16,0.0277442987120406,21296,,,,
1895.98,0.0214028822212721,20721,,,,
1895.79,0.0200884366679346,22490,,,,
1895.6,0.0130842659644503,25689,,,,
1895.42,0.0174462842856625,29806,,,,
1895.23,0.0141389432485323,33162,,,,
1895.04,0.0141024656271603,35259,,,,
1894.86,0.0166502274500567,37285,,,,
1894.67,0.0197048649122039,36063,,,,
1894.48,0.023930637593574,34082,,,,
1894.3,0.026520092907824,31960,,,,
1894.11,0.0279911817756697,29217,,,,
1893.92,0.0316067487967194,29509,,,,
1893.74,0.0315238279941466,29129,,,,
1893.55,0.0321792923811591,26279,,,,
1893.36,0.0334307992202729,24062,,,,
1893.18,0.0330379402090797,22068,,,,
1892.99,0.0399004218242169,19907,,,,
1892.8,0.04065191466808,17364,,,,
1892.62,0.0369327874445582,16337,,,,
1892.43,0.031680123029604,17013,,,,
1892.24,0.0371703665609554,15088,,,,
1892.06,0.0366043613707165,14861,,,,
1891.87,0.0274054684789807,17557,,,,
1891.68,0.0321990486644713,19538,,,,
1891.5,0.0198296548268861,20892,,,,
1891.31,0.0224795961692692,21684,,,,
1891.12,0.0291180799275444,20968,,,,
1890.94,0.030397123713025,20527,,,,
1890.75,0.0433203698457259,18513,,,,
1890.56,0.0480365664347726,17009,,,,
1890.38,0.0345390497465418,17138,,,,
1890.19,0.0271412745612501,17412,,,,
1890,0.0188772845953003,19753,,,,
1889.82,0.0207047628020917,22150,,,,
1889.63,0.0261343321699157,25342,,,,
1889.44,0.0298341918261458,25406,,,,
1889.26,0.0329316455696203,21454,,,,
1889.07,0.0309142191977077,20041,,,,
1888.88,0.0321431019121376,20913,,,,
1888.7,0.0283947391342218,22589,,,,
1888.51,0.0228957651283134,24177,,,,
1888.32,0.0234801996803536,25144,,,,
1888.14,0.028332916578507,24362,,,,
1887.95,0.0237975092344024,21604,,,,
1887.76,0.0266182062648375,21427,,,,
1887.58,0.0294258477342968,21698,,,,
1887.39,0.0237745309933431,22976,,,,
1887.2,0.019503426581283,23005,,,,
1887.02,0.0271605495273974,22041,,,,
1886.83,0.0273387743548615,20337,,,,
1886.64,0.0364506719190207,19109,,,,
1886.46,0.0399934526407682,16920,,,,
1886.27,0.0442048675022643,15806,,,,
1886.08,0.0418174390101552,15446,,,,
1885.9,0.0420599584446423,16386,,,,
1885.71,0.0372686343171586,16129,,,,
1885.52,0.0507534327418657,12202,,,,
1885.34,0.0834479344298366,8908,,,,
1885.15,0.0874154094493078,7527,,,,
1884.96,0.0824575586095392,8609,,,,
1884.78,0.080260425436381,8995,,,,
1884.59,0.0653982116864213,8867,,,,
1884.4,0.0521793469770348,8459,,,,
1884.22,0.0652070725050433,7543,,,,
1884.03,0.0961289563478056,7961,,,,
1883.84,0.0679382465417119,9606,,,,
1883.66,0.0510932105868815,9222,,,,
1883.47,0.0520823125918667,9921,,,,
1883.28,0.0383639203436158,10045,,,,
1883.1,0.0378924076891163,10340,,,,
1882.91,0.0324386699717925,11498,,,,
1882.72,0.0312811387900356,12651,,,,
1882.54,0.0219868948169312,13486,,,,
1882.35,0.0206359945872801,13883,,,,
1882.16,0.0190331879665903,11797,,,,
1881.98,0.0296461587503985,10937,,,,
1881.79,0.025521579869406,11595,,,,
1881.6,0.0147515527950311,13183,,,,
1881.42,0.0227184671198619,14392,,,,
1881.23,0.0218942269930619,15397,,,,
1881.04,0.0278869190225204,14643,,,,
1880.86,0.022599069242702,12646,,,,
1880.67,0.0242847506051347,11787,,,,
1880.48,0.0250591212712111,11779,,,,
1880.3,0.0264026402640264,12504,,,,
1880.11,0.0264254875688551,14095,,,,
1879.92,0.031263642163941,16087,,,,
1879.74,0.0350572421256479,18920,,,,
1879.55,0.0233146659793331,23569,,,,
1879.36,0.020194562668288,25342,,,,
1879.18,0.0197911507346871,26917,,,,
1878.99,0.0273496372807106,27767,,,,
1878.8,0.0251173218323105,28712,,,,
1878.61,0.0267438970770966,27697,,,,
1878.43,0.0264644479921405,24991,,,,
1878.24,0.0283040826777152,22234,,,,
1878.05,0.0299798285426122,21948,,,,
1877.87,0.0317570478150577,22615,,,,
1877.68,0.0277143649591432,25394,,,,
1877.49,0.0215381187567307,30169,,,,
1877.31,0.0201472363432341,33238,,,,
1877.12,0.0184425224400373,33264,,,,
1876.93,0.0198330187773904,32130,,,,
1876.75,0.0202562558544092,31024,,,,
1876.56,0.0200955198228421,31900,,,,
1876.37,0.020352715322292,32900,,,,
1876.19,0.020997416921541,33900,,,,
1876,0.0215808841252752,32531,,,,
1875.81,0.0254829359827098,31042,,,,
1875.63,0.0240927060180865,30058,,,,
1875.44,0.0265995429877178,28741,,,,
1875.25,0.0298071303331385,26604,,,,
1875.07,0.0320620927558452,26508,,,,
1874.88,0.0297937356760886,25132,,,,
1874.69,0.0305232839110011,24161,,,,
1874.51,0.0341408586395841,22701,,,,
1874.32,0.0318400065104167,22813,,,,
1874.13,0.0327875554465363,22275,,,,
1873.95,0.0320336311087756,22249,,,,
